184440593.95026100,0.39351058,1.99143916,0.00000000,0.00000000,1000.00000000
184441587.65656298,0.39351066,1.99143918,0.00000000,0.00000000,1000.00000000
184442583.27510399,0.39351069,1.99143918,0.00000000,0.00000000,1000.00000000
184443588.20807198,0.39351089,1.99143921,0.00000000,0.00000000,1000.00000000
184444583.73770699,0.39351099,1.99143924,0.00000000,0.00000000,1000.00000000
184445576.47281098,0.39351101,1.99143922,0.00000000,0.00000000,1000.00000000
184446586.58853999,0.39351111,1.99143925,0.00000000,0.00000000,1000.00000000
184447584.82796699,0.39351113,1.99143924,0.00000000,0.00000000,1000.00000000
184448572.66145599,0.39351115,1.99143924,0.00000000,0.00000000,1000.00000000
184449575.58822599,0.39351124,1.99143931,0.00000000,0.00000000,1000.00000000
184450584.30905899,0.39351126,1.99143935,0.00000000,0.00000000,1000.00000000
184451578.05322498,0.39351126,1.99143940,0.00000000,0.00000000,1000.00000000
184452590.90155798,0.39351128,1.99143944,0.00000000,0.00000000,1000.00000000
184453607.88999599,0.39351132,1.99143938,0.00000000,0.00000000,1000.00000000
184454583.02718300,0.39351130,1.99143934,0.00000000,0.00000000,1000.00000000
184455582.21765098,0.39351128,1.99143936,0.00000000,0.00000000,1000.00000000
184456593.73817098,0.39351127,1.99143945,0.00000000,0.00000000,1000.00000000
184457583.30884799,0.39351124,1.99143946,0.00000000,0.00000000,1000.00000000
184458591.69567099,0.39351131,1.99143943,0.00000000,0.00000000,1000.00000000
184459587.00426400,0.39351130,1.99143934,0.00000000,0.00000000,1000.00000000
184460595.23910698,0.39351127,1.99143936,0.00000000,0.00000000,1000.00000000
184461589.26343000,0.39351126,1.99143935,0.00000000,0.00000000,1000.00000000
184462578.76144999,0.39351124,1.99143927,0.00000000,0.00000000,1000.00000000
184463591.39259601,0.39351126,1.99143923,0.00000000,0.00000000,1000.00000000
184464603.92108500,0.39351128,1.99143918,0.00000000,0.00000000,1000.00000000
184465591.41915798,0.39351130,1.99143916,0.00000000,0.00000000,1000.00000000
184466598.63973001,0.39351126,1.99143917,0.00000000,0.00000000,1000.00000000
184467575.52498999,0.39351125,1.99143915,0.00000000,0.00000000,1000.00000000
184468571.00254199,0.39351130,1.99143919,0.00000000,0.00000000,1000.00000000
184469577.45379201,0.39351133,1.99143919,0.00000000,0.00000000,1000.00000000
184470587.32269698,0.39351133,1.99143914,0.00000000,0.00000000,1000.00000000
184471580.81582201,0.39351142,1.99143912,0.00000000,0.00000000,1000.00000000
184472585.95628998,0.39351137,1.99143911,0.00000000,0.00000000,1000.00000000
184473581.21899799,0.39351138,1.99143909,0.00000000,0.00000000,1000.00000000
184474587.69295600,0.39351138,1.99143904,0.00000000,0.00000000,1000.00000000
184475584.65566400,0.39351142,1.99143904,0.00000000,0.00000000,1000.00000000
184476583.96009099,0.39351149,1.99143909,0.00000000,0.00000000,1000.00000000
184477583.36024699,0.39351156,1.99143907,0.00000000,0.00000000,1000.00000000
184478576.90738198,0.39351161,1.99143912,0.00000000,0.00000000,1000.00000000
184479582.22170401,0.39351164,1.99143915,0.00000000,0.00000000,1000.00000000
184480624.57248500,0.39351163,1.99143921,0.00000000,0.00000000,1000.00000000
184481581.78540200,0.39351170,1.99143925,0.00000000,0.15433332,0.27925268
184482577.42003700,0.39351179,1.99143926,0.00000000,0.56588884,0.00523599
184483580.58394200,0.39351194,1.99143908,0.00000000,1.64622208,6.11563370
184484595.13545200,0.39351221,1.99143898,0.00000000,2.41788868,6.06501915
184485583.55946299,0.39351261,1.99143885,0.00000000,2.26355536,6.10865238
184486584.53071198,0.39351295,1.99143874,0.00000000,2.26355536,6.09992574
184487591.50414899,0.39351375,1.99143858,0.00000000,4.32133296,6.13657765
184488591.15961799,0.39351462,1.99143846,0.00000000,5.09299956,6.22733477
184489582.17951298,0.39351565,1.99143865,0.00000000,6.37911056,0.00872665
184490583.43268999,0.39351672,1.99143879,0.00000000,6.53344388,6.25526004
184491594.01279399,0.39351831,1.99143944,0.00000000,8.33399928,0.07504916
184492601.80800200,0.39351954,1.99143989,0.00000000,6.99644384,0.18675023
184493581.65102199,0.39352108,1.99144031,0.00000000,7.51088824,0.19198622
184494582.37529200,0.39352264,1.99144090,0.00000000,6.63633276,0.12566371
184495592.36346900,0.39352391,1.99144122,0.00000000,5.96755504,0.08203047
184496598.42893699,0.39352491,1.99144147,0.00000000,4.93866624,0.16929694
184497583.54346800,0.39352590,1.99144154,0.00000000,5.24733288,0.00174533
184498592.16034299,0.39352672,1.99144168,0.00000000,4.52711072,0.08203047
184499573.48711300,0.39352756,1.99144181,0.00000000,5.09299956,0.14660766
184500593.40237299,0.39352831,1.99144212,0.00000000,4.78433292,0.42236968
184501582.53502899,0.39352896,1.99144254,0.00000000,5.29877732,0.72082098
184502587.21377900,0.39352946,1.99144314,0.00000000,5.71033284,0.86393798
184503592.28190398,0.39353008,1.99144386,0.00000000,6.63633276,0.90233522
184504589.02961200,0.39353085,1.99144468,0.00000000,7.25366604,0.81681409
184505574.01461101,0.39353168,1.99144562,0.00000000,7.61377712,0.84473936
184506591.42633000,0.39353262,1.99144655,0.00000000,7.61377712,0.82728607
184507588.58382899,0.39353336,1.99144756,0.00000000,7.15077716,0.89884456
184508578.68934998,0.39353414,1.99144840,0.00000000,7.09933272,0.70511302
184509570.77820298,0.39353477,1.99144928,0.00000000,6.58488832,0.92851516
184510572.31075498,0.39353530,1.99145025,0.00000000,7.66522156,0.95818576
184511574.50341100,0.39353575,1.99145127,0.00000000,6.68777720,0.96342175
184512577.69913998,0.39353662,1.99145227,0.00000000,7.56233268,0.83252205
184513588.75992098,0.39353743,1.99145326,0.00000000,7.97388820,0.86219265
184514572.17257598,0.39353809,1.99145436,0.00000000,7.45944380,0.91280720
184515580.97554499,0.39353866,1.99145527,0.00000000,6.68777720,0.90931654
184516575.29788798,0.39353930,1.99145616,0.00000000,6.27622168,0.85172067
184517579.81413800,0.39353976,1.99145698,0.00000000,5.35022176,0.89709924
184518577.14481500,0.39354031,1.99145783,0.00000000,5.19588844,1.04021623
184519592.77148098,0.39354052,1.99145847,0.00000000,4.62999960,1.26012772
184520598.49471000,0.39354097,1.99145888,0.00000000,4.01266632,1.20427718
184521581.49684498,0.39354077,1.99145930,0.00000000,3.90977744,1.88146493
184522595.56147999,0.39354054,1.99145970,0.00000000,3.90977744,2.34397719
184523589.57439598,0.39353952,1.99146000,0.00000000,6.22477724,2.73493094
184524582.84413499,0.39353879,1.99146006,0.00000000,5.91611060,2.99149434
184525580.25314498,0.39353779,1.99146009,0.00000000,6.79066608,3.00545697
184526583.78027999,0.39353686,1.99146018,0.00000000,6.89355496,3.02814625
184527577.22772798,0.39353575,1.99146022,0.00000000,8.02533264,3.04734487
184528585.63309199,0.39353435,1.99146015,0.00000000,8.69411036,3.11017673
184529573.64970601,0.39353313,1.99145989,0.00000000,8.69411036,3.20442451
184530591.46548700,0.39353168,1.99145973,0.00000000,8.84844368,3.24631241
184531584.79246598,0.39353044,1.99145991,0.00000000,8.33399928,3.17475391
184532592.69090298,0.39352926,1.99145992,0.00000000,7.71666600,3.11017673
184533576.95704800,0.39352812,1.99145988,0.00000000,7.40799936,3.12239403
184534576.13345399,0.39352709,1.99146038,0.00000000,6.84211052,3.11366739
184535582.97230798,0.39352614,1.99146034,0.00000000,6.01899948,3.20267918
184536598.20527598,0.39352580,1.99146045,0.00000000,3.24099972,3.25154840
184537576.40772399,0.39352550,1.99146042,0.00000000,2.62366644,3.23234977
184538580.75923398,0.39352523,1.99146046,0.00000000,1.95488872,3.19046187
184539587.91944200,0.39352496,1.99146026,0.00000000,2.00633316,3.13810200
184540596.99871200,0.39352444,1.99146036,0.00000000,2.93233308,3.03687290
184541583.03589898,0.39352379,1.99146048,0.00000000,3.90977744,3.02640092
184542616.03011799,0.39352302,1.99146074,0.00000000,4.93866624,3.01243829
184543583.38751298,0.39352221,1.99146083,0.00000000,5.14444400,3.08748745
184544583.85423198,0.39352148,1.99146127,0.00000000,5.19588844,3.07876080
184545574.28417900,0.39352079,1.99146127,0.00000000,4.88722180,3.08399679
184546588.26381400,0.39351997,1.99146125,0.00000000,4.73288848,3.10843140
184547574.66105300,0.39351909,1.99146148,0.00000000,5.04155512,3.02465559
184548592.65813598,0.39351810,1.99146181,0.00000000,6.01899948,2.93040781
184549575.42813599,0.39351705,1.99146192,0.00000000,6.63633276,2.93738913
184550579.39115599,0.39351588,1.99146217,0.00000000,7.04788828,2.93913446
184551607.10922900,0.39351483,1.99146218,0.00000000,6.99644384,2.96880506
184552574.16209298,0.39351389,1.99146224,0.00000000,6.01899948,2.95658775
184553583.94422799,0.39351257,1.99146250,0.00000000,7.40799936,2.96531440
184554585.47980100,0.39351119,1.99146249,0.00000000,8.23111040,3.01941961
184555579.60453999,0.39350985,1.99146287,0.00000000,7.97388820,3.02465559
184556594.74933100,0.39350852,1.99146342,0.00000000,7.09933272,3.00894763
184557580.66344500,0.39350763,1.99146377,0.00000000,5.60744396,3.00022098
184558589.25761199,0.39350690,1.99146405,0.00000000,4.57855516,2.99498500
184559580.94193399,0.39350620,1.99146416,0.00000000,4.06411076,3.02291026
184560591.57203799,0.39350568,1.99146417,0.00000000,3.34388860,3.19395253
